Player,Games,RecTD,RshTD,TotalTouchdowns
Deuce McAllister,94.0,5.0,49.0,54.0
Devard Darling,32.0,4.0,0.0,4.0
Devery Henderson,123.0,20.0,1.0,21.0
Devin Aromashodu,26.0,5.0,0.0,5.0
Devin Funchess,61.0,21.0,0.0,21.0
Devin Hester,91.0,10.0,1.0,11.0
Devin McCourty,48.0,0.0,0.0,0.0
Devin Smith,14.0,2.0,0.0,2.0
Devin Street,15.0,1.0,0.0,1.0
Devin Taylor,16.0,0.0,0.0,0.0
Devin Thomas,30.0,3.0,1.0,4.0
Devon Kennard,16.0,0.0,0.0,0.0
Devonta Freeman,96.0,12.0,38.0,50.0
Devontae Booker,77.0,2.0,11.0,13.0
Dexter McCluster,83.0,7.0,2.0,9.0
Dez Bryant,103.0,59.0,0.0,59.0
Dez White,68.0,11.0,0.0,11.0
Dezmon Briscoe,18.0,7.0,0.0,7.0
Dion Dawkins,32.0,2.0,0.0,2.0
Dion Lewis,95.0,8.0,13.0,21.0
Dion Sims,70.0,9.0,0.0,9.0
Domanick Williams,40.0,5.0,23.0,28.0
Dominique Barber,13.0,0.0,0.0,0.0
Dominique Byrd,5.0,1.0,0.0,1.0
Dominique Rodgers-Cromartie,78.0,0.0,0.0,0.0
Don Carey,13.0,0.0,0.0,0.0
Donald Brown,76.0,2.0,18.0,20.0
Donald Butler,28.0,0.0,0.0,0.0
Donald Jones,35.0,6.0,0.0,6.0
Donald Lee,109.0,19.0,0.0,19.0
Donald Penn,64.0,4.0,0.0,4.0
Donald Strickland,14.0,0.0,0.0,0.0
Donnie Avery,71.0,14.0,1.0,15.0
Dont'a Hightower,42.0,0.0,0.0,0.0
Dontae Johnson,32.0,0.0,0.0,0.0
Dontari Poe,31.0,0.0,2.0,2.0
Donte Jackson,25.0,0.0,0.0,0.0
Donte Moncrief,69.0,21.0,0.0,21.0
Donte Whitner,26.0,0.0,0.0,0.0
Donte' Stallworth,107.0,35.0,0.0,35.0
Dorial Green-Beckham,31.0,6.0,0.0,6.0
Doug Chapman,16.0,1.0,0.0,1.0
Doug Gabriel,57.0,8.0,0.0,8.0
Doug Johnson,16.0,0.0,2.0,2.0
Doug Jolley,63.0,6.0,0.0,6.0
Doug Martin,68.0,1.0,24.0,25.0
Drayton Florence,46.0,0.0,0.0,0.0
Dre Kirkpatrick,30.0,0.0,0.0,0.0
Drew Brees,238.0,1.0,25.0,26.0
Drew Carter,33.0,8.0,0.0,8.0
Drew Kaser,16.0,0.0,0.0,0.0
Drew Stanton,9.0,0.0,2.0,2.0
Duke Johnson,96.0,12.0,11.0,23.0
Dunta Robinson,16.0,0.0,0.0,0.0
Durham Smythe,31.0,3.0,1.0,4.0
Dustin Hopkins,109.0,0.0,0.0,0.0
Dustin Keller,72.0,17.0,0.0,17.0
Dustin Lyman,28.0,3.0,0.0,3.0
Dwan Edwards,16.0,0.0,0.0,0.0
Dwayne Allen,73.0,20.0,0.0,20.0
Dwayne Blakley,16.0,1.0,0.0,1.0
Dwayne Bowe,103.0,44.0,0.0,44.0
Dwayne Gratz,15.0,0.0,0.0,0.0
Dwayne Harris,75.0,8.0,0.0,8.0
Dwayne Jarrett,13.0,1.0,0.0,1.0
Dwight Freeney,24.0,0.0,0.0,0.0
Dwight Lowery,46.0,0.0,0.0,0.0
Dwight Smith,14.0,0.0,0.0,0.0
E.J. Henderson,16.0,0.0,0.0,0.0
Earl Bennett,68.0,12.0,0.0,12.0
Earl Thomas,94.0,14.0,0.0,14.0
Early Doucet,35.0,7.0,0.0,7.0
Earnest Graham,37.0,1.0,15.0,16.0
Ed Dickson,121.0,15.0,0.0,15.0
Ed Reed,60.0,0.0,0.0,0.0
Eddie Berlin,30.0,2.0,0.0,2.0
Eddie Goldman,16.0,0.0,0.0,0.0
Eddie Jackson,32.0,0.0,0.0,0.0
Eddie Lacy,46.0,6.0,23.0,29.0
Eddie Royal,116.0,28.0,0.0,28.0
Eddy Pineiro,38.0,0.0,0.0,0.0
Edwin Baker,3.0,0.0,2.0,2.0
Edwin Williams,15.0,0.0,0.0,0.0
Eldra Buckley,16.0,0.0,1.0,1.0
Eli Manning,111.0,0.0,7.0,7.0
Elijah McGuire,24.0,2.0,4.0,6.0
Ellis Hobbs,47.0,0.0,0.0,0.0
Elvis Dumervil,16.0,0.0,0.0,0.0
Emmanuel Sanders,172.0,51.0,1.0,52.0
Eric Berry,16.0,0.0,0.0,0.0
Eric Decker,111.0,53.0,0.0,53.0
Eric Ebron,106.0,33.0,3.0,36.0
Eric Fisher,15.0,1.0,0.0,1.0
Eric Green,120.0,36.0,0.0,36.0
Eric Johnson,59.0,9.0,0.0,9.0
Eric Kendricks,48.0,0.0,0.0,0.0
Eric Rowe,16.0,0.0,0.0,0.0
Eric Saubert,34.0,2.0,0.0,2.0
Eric Tomlinson,31.0,3.0,0.0,3.0
Eric Weddle,77.0,0.0,0.0,0.0
Eric Wright,42.0,0.0,0.0,0.0
Erik Lorig,26.0,2.0,0.0,2.0
Ernest Wilford,78.0,15.0,0.0,15.0
Erron Kinney,68.0,10.0,0.0,10.0
Ethan Westbrooks,16.0,0.0,0.0,0.0
Eugene Wilson,11.0,0.0,0.0,0.0
Evan Engram,82.0,20.0,1.0,21.0
Evan Moore,28.0,5.0,0.0,5.0
Evan Royster,16.0,0.0,2.0,2.0
Everson Griffen,48.0,0.0,0.0,0.0
Ezekiel Elliott,88.0,11.0,53.0,64.0
Felix Jones,64.0,3.0,11.0,14.0
Fili Moala,16.0,0.0,0.0,0.0
Fletcher Cox,46.0,0.0,0.0,0.0
Fozzy Whittaker,51.0,4.0,2.0,6.0
Frank Clark,15.0,0.0,0.0,0.0
Frank Gore,241.0,18.0,81.0,99.0
Frank Moreau,14.0,0.0,5.0,5.0
Fred Davis,54.0,13.0,0.0,13.0
Fred Robbins,16.0,0.0,0.0,0.0
Fred Smoot,14.0,0.0,0.0,0.0
Fred Wakefield,16.0,0.0,0.0,0.0
Fred Warner,16.0,0.0,0.0,0.0
Fred Weary,30.0,0.0,0.0,0.0
Freddie Mitchell,47.0,5.0,0.0,5.0
Frostee Rucker,13.0,0.0,0.0,0.0
Gaines Adams,16.0,0.0,0.0,0.0
Gareon Conley,15.0,0.0,0.0,0.0
Garrett Graham,47.0,10.0,0.0,10.0
Garrett Wolfe,21.0,0.0,1.0,1.0
Gary Barnidge,64.0,14.0,0.0,14.0
Gary Guyton,16.0,0.0,0.0,0.0
Gary Russell,12.0,0.0,3.0,3.0
Gavin Escobar,62.0,8.0,0.0,8.0
Geno Atkins,32.0,0.0,0.0,0.0
Geno Hayes,25.0,0.0,0.0,0.0
Geno Smith,51.0,0.0,9.0,9.0
George Atkinson,44.0,0.0,1.0,1.0
George Kittle,68.0,26.0,0.0,26.0
George Wilson,85.0,15.0,0.0,15.0
George Wrighster,62.0,9.0,0.0,9.0
Gerald Everett,92.0,16.0,1.0,17.0
Gerald Hayes,22.0,0.0,0.0,0.0
Gerald Hodges,14.0,0.0,0.0,0.0
Gerald Riggs,129.0,0.0,69.0,69.0
Gerard Warren,12.0,0.0,0.0,0.0
Geronimo Allison,31.0,6.0,0.0,6.0
Gibril Wilson,16.0,0.0,0.0,0.0
Gijon Robinson,11.0,1.0,0.0,1.0
Giovani Bernard,111.0,14.0,22.0,36.0
Glen Coffee,14.0,0.0,1.0,1.0
Glover Quin,32.0,0.0,0.0,0.0
Godwin Igwebuike,17.0,0.0,1.0,1.0
Golden Tate,149.0,46.0,0.0,46.0
Graham Gano,184.0,0.0,0.0,0.0
Greg Hardy,31.0,0.0,0.0,0.0
Greg Jennings,143.0,64.0,0.0,64.0
Greg Little,48.0,8.0,0.0,8.0
Greg Olsen,199.0,60.0,0.0,60.0
Greg Robinson,23.0,0.0,2.0,2.0
Greg Salas,12.0,1.0,1.0,2.0
Guy Whimper,16.0,1.0,0.0,1.0
Ha Ha Clinton-Dix,16.0,0.0,0.0,0.0
Hakeem Nicks,71.0,31.0,0.0,31.0
Hank Baskett,47.0,6.0,0.0,6.0
Hank Poteat,15.0,0.0,0.0,0.0
Harrison Butker,90.0,0.0,0.0,0.0
Harrison Smith,45.0,0.0,0.0,0.0
Harry Douglas,105.0,10.0,1.0,11.0
Hassan Ridgeway,13.0,0.0,0.0,0.0
Hayden Epstein,15.0,0.0,0.0,0.0
Hayden Hurst,70.0,14.0,0.0,14.0
Heath Evans,66.0,4.0,4.0,8.0
Heath Miller,168.0,45.0,0.0,45.0
Henry Hynoski,16.0,1.0,0.0,1.0
Howard Jones,12.0,0.0,0.0,0.0
Hunter Henry,89.0,32.0,0.0,32.0
Hunter Sharp,3.0,1.0,0.0,1.0
Husain Abdullah,32.0,0.0,0.0,0.0
Ian Gold,22.0,0.0,0.0,0.0
Ian Thomas,48.0,4.0,0.0,4.0
Ifeadi Odenigbo,31.0,0.0,0.0,0.0
Ifeanyi Ohalete,16.0,0.0,0.0,0.0
Ike Charlton,15.0,0.0,0.0,0.0
Isaac Rochell,16.0,0.0,0.0,0.0
Isaiah Crowell,77.0,1.0,27.0,28.0
Isaiah Ford,13.0,2.0,0.0,2.0
Isaiah McKenzie,69.0,11.0,4.0,15.0
Isaiah Pead,10.0,0.0,0.0,0.0
J.C. Jackson,17.0,0.0,0.0,0.0
J.J. Arrington,58.0,2.0,3.0,5.0
J.J. Watt,16.0,0.0,0.0,0.0
J.P. Foschi,15.0,2.0,0.0,2.0
J.P. Losman,21.0,0.0,3.0,3.0
J.R. Redmond,12.0,2.0,1.0,3.0
J.T. Thomas,59.0,0.0,0.0,0.0
JaJuan Dawson,16.0,2.0,0.0,2.0
JaMarcus Russell,15.0,0.0,1.0,1.0
Jabar Gaffney,155.0,24.0,0.0,24.0
Jabari Greer,33.0,0.0,0.0,0.0
Jabrill Peppers,11.0,0.0,0.0,0.0
Jace Amaro,14.0,2.0,0.0,2.0
Jacob Hester,65.0,3.0,3.0,6.0
Jacob Tamme,102.0,14.0,0.0,14.0
Jacoby Brissett,72.0,0.0,15.0,15.0
Jacoby Ford,24.0,3.0,2.0,5.0
Jacoby Jones,89.0,13.0,0.0,13.0
Jacquies Smith,12.0,0.0,0.0,0.0
Jacquizz Rodgers,105.0,5.0,9.0,14.0
Jadeveon Clowney,44.0,0.0,0.0,0.0
Jaelen Strong,12.0,4.0,0.0,4.0
Jahvid Best,22.0,3.0,6.0,9.0
Jaire Alexander,15.0,0.0,0.0,0.0
Jairus Byrd,32.0,0.0,0.0,0.0
Jake Arians,10.0,0.0,0.0,0.0
Jake Elliott,79.0,0.0,0.0,0.0
Jake Locker,30.0,0.0,5.0,5.0
Jake Scott,14.0,0.0,0.0,0.0
Jake Stoneburner,11.0,2.0,0.0,2.0
Jalen Mills,15.0,0.0,0.0,0.0
Jalen Ramsey,16.0,0.0,0.0,0.0
Jalin Marshall,10.0,2.0,0.0,2.0
Jalston Fowler,26.0,1.0,2.0,3.0
Jamaal Anderson,15.0,0.0,0.0,0.0
Jamaal Charles,86.0,10.0,27.0,37.0
Jamaal Williams,90.0,8.0,30.0,38.0
Jamal Lewis,115.0,4.0,44.0,48.0
Jamar Fletcher,13.0,0.0,0.0,0.0
Jameel Cook,42.0,3.0,0.0,3.0
Jameel McClain,32.0,0.0,0.0,0.0
Jameis Winston,79.0,0.0,11.0,11.0
James Allen,83.0,3.0,4.0,7.0
James Bradberry,17.0,0.0,0.0,0.0
James Casey,46.0,6.0,0.0,6.0
James Conner,64.0,8.0,44.0,52.0
James Davis,9.0,0.0,0.0,0.0
James Hall,46.0,0.0,0.0,0.0
James Hanna,16.0,1.0,0.0,1.0
James Hardy,14.0,2.0,0.0,2.0
James Jackson,23.0,0.0,5.0,5.0
James Jones,301.0,64.0,28.0,92.0
James Laurinaitis,16.0,0.0,0.0,0.0
James Starks,73.0,6.0,9.0,15.0
James Washington,60.0,11.0,0.0,11.0
James White,92.0,25.0,11.0,36.0
James Williams,48.0,1.0,0.0,1.0
Jamey Richard,15.0,0.0,0.0,0.0
Jamie Collins,28.0,0.0,0.0,0.0
Jamie Harper,23.0,0.0,4.0,4.0
Jamison Crowder,96.0,28.0,0.0,28.0
Jared Cook,180.0,45.0,0.0,45.0
Jared Goff,86.0,0.0,10.0,10.0
Jarett Dillard,14.0,1.0,0.0,1.0
Jarius Wright,79.0,11.0,0.0,11.0
Jarret Johnson,32.0,0.0,0.0,0.0
Jarrett Boykin,16.0,3.0,0.0,3.0
Jarrett Payton,13.0,0.0,2.0,2.0
Jarrod Baxter,16.0,1.0,0.0,1.0
Jarrod Cooper,16.0,0.0,0.0,0.0
Jarvis Green,16.0,0.0,0.0,0.0
Jarvis Landry,132.0,38.0,5.0,43.0
Jason Avant,118.0,13.0,0.0,13.0
Jason Cabinda,14.0,1.0,0.0,1.0
Jason Campbell,64.0,0.0,6.0,6.0
Jason Glenn,15.0,0.0,0.0,0.0
Jason Hatcher,32.0,0.0,0.0,0.0
Jason Hill,49.0,9.0,0.0,9.0
Jason McAddley,9.0,1.0,0.0,1.0
Jason Peters,21.0,1.0,0.0,1.0
Jason Phillips,28.0,2.0,0.0,2.0
Jason Pierre-Paul,39.0,0.0,0.0,0.0
Jason Snelling,80.0,9.0,8.0,17.0
Jason Verrett,14.0,0.0,0.0,0.0
Jason Webster,32.0,0.0,0.0,0.0
Jason Witten,239.0,58.0,0.0,58.0
Jason Wright,50.0,3.0,2.0,5.0
Javarris James,10.0,0.0,6.0,6.0
Javier Arenas,15.0,0.0,1.0,1.0
Javon Hargrave,15.0,0.0,0.0,0.0
Javon Ringer,28.0,0.0,3.0,3.0
Javon Walker,71.0,31.0,1.0,32.0
Javon Wims,29.0,2.0,0.0,2.0
Javorius Allen,56.0,6.0,9.0,15.0
Jay Ajayi,42.0,1.0,13.0,14.0
Jay Cutler,103.0,0.0,9.0,9.0
Jay Richardson,16.0,0.0,0.0,0.0
Jaylen Samuels,28.0,4.0,1.0,5.0
Jaylon Smith,16.0,0.0,0.0,0.0
Jayon Brown,30.0,0.0,0.0,0.0
Jeff Chandler,13.0,0.0,0.0,0.0
Jeff Driskel,12.0,0.0,3.0,3.0
Jeff Dugan,23.0,3.0,0.0,3.0
Jeff Fuller,14.0,0.0,0.0,0.0
Jeff Heuerman,39.0,5.0,0.0,5.0
Jeff Janis,16.0,1.0,1.0,2.0
Jeff King,92.0,12.0,0.0,12.0
Jeff Maehl,16.0,1.0,0.0,1.0
Jeff Ulbrich,15.0,0.0,0.0,0.0
Jeff Wilson,47.0,5.0,18.0,23.0
Jerell Adams,13.0,1.0,0.0,1.0
Jeremi Johnson,80.0,6.0,2.0,8.0
Jeremy Hill,47.0,1.0,29.0,30.0
Jeremy Kerley,98.0,13.0,0.0,13.0
Jeremy Langford,28.0,1.0,10.0,11.0
Jeremy Maclin,114.0,49.0,0.0,49.0
Jeremy McNichols,30.0,1.0,1.0,2.0
Jeremy Shockey,109.0,35.0,0.0,35.0
Jeremy Sprinkle,43.0,3.0,0.0,3.0
Jerick McKinnon,93.0,16.0,13.0,29.0
Jerious Norwood,55.0,3.0,7.0,10.0
Jermaine Gresham,119.0,29.0,0.0,29.0
Jermaine Kearse,92.0,17.0,0.0,17.0
Jermaine Phillips,11.0,0.0,0.0,0.0
Jermichael Finley,70.0,20.0,0.0,20.0
Jerome Baker,16.0,0.0,0.0,0.0
Jerome Felton,16.0,0.0,0.0,0.0
Jerome Harrison,41.0,3.0,7.0,10.0
Jerome Mathis,3.0,0.0,0.0,0.0
Jerome Simpson,43.0,9.0,0.0,9.0
Jeron Johnson,16.0,0.0,0.0,0.0
Jerramy Stevens,100.0,22.0,0.0,22.0
Jerraud Powers,25.0,0.0,0.0,0.0
Jerrel Jernigan,15.0,2.0,1.0,3.0
Jerricho Cotchery,145.0,34.0,1.0,35.0
Jerry Hughes,31.0,0.0,0.0,0.0
Jerry Johnson,8.0,0.0,1.0,1.0
Jerry Porter,84.0,31.0,0.0,31.0
Jesse James,86.0,12.0,0.0,12.0
Jim Dray,32.0,3.0,0.0,3.0
Jim Leonhard,16.0,0.0,0.0,0.0
Jimmie Ward,32.0,0.0,0.0,0.0
Jimmy Garoppolo,48.0,0.0,7.0,7.0
Jimmy Graham,168.0,69.0,0.0,69.0
Jimmy Smith,199.0,67.0,0.0,67.0
Joe Burns,16.0,1.0,0.0,1.0
Joe Cooper,9.0,0.0,0.0,0.0
Joe Flacco,138.0,0.0,16.0,16.0
Joe Haden,29.0,0.0,0.0,0.0
Joe Klopfenstein,32.0,2.0,0.0,2.0
Joe McKnight,32.0,2.0,0.0,2.0
Joe Schobert,16.0,0.0,0.0,0.0
Joe Staley,16.0,0.0,0.0,0.0
Joe Williams,22.0,0.0,2.0,2.0
Joel Dreessen,90.0,19.0,0.0,19.0
Joey Haynos,23.0,3.0,0.0,3.0
John Abraham,16.0,0.0,0.0,0.0
John Beck,9.0,0.0,3.0,3.0
John Brown,99.0,32.0,0.0,32.0
John Carlson,76.0,15.0,0.0,15.0
John Clay,2.0,0.0,1.0,1.0
John Conner,44.0,1.0,2.0,3.0
John Frank,66.0,10.0,0.0,10.0
John Henderson,52.0,10.0,0.0,10.0
John Johnson,16.0,0.0,0.0,0.0
John Jones,15.0,1.0,0.0,1.0
John Owens,16.0,1.0,0.0,1.0
John Phillips,80.0,5.0,0.0,5.0
John Ross,31.0,11.0,0.0,11.0
John Simon,21.0,3.0,1.0,4.0
Johnathan Franklin,11.0,0.0,1.0,1.0
Johnathan Joseph,111.0,0.0,0.0,0.0
Johnnie Lee Higgins,16.0,4.0,0.0,4.0
Johnny Holton,16.0,3.0,0.0,3.0
Johnny Knox,45.0,12.0,0.0,12.0
Johnny Manziel,5.0,0.0,1.0,1.0
Johnthan Banks,15.0,0.0,0.0,0.0
Joique Bell,60.0,1.0,22.0,23.0
Jon McGraw,14.0,0.0,0.0,0.0
Jonas Gray,8.0,0.0,5.0,5.0
Jonathan Allen,16.0,0.0,0.0,0.0
Jonathan Babineaux,31.0,0.0,0.0,0.0
Jonathan Brown,1.0,0.0,0.0,0.0
Jonathan Dwyer,15.0,0.0,3.0,3.0
Jonathan Jones,16.0,0.0,0.0,0.0
Jonathan Smith,16.0,1.0,0.0,1.0
Jonathan Vilma,38.0,0.0,0.0,0.0
Jonathan Wells,47.0,2.0,10.0,12.0
Jonathan Williams,25.0,0.0,3.0,3.0
Jonnu Smith,76.0,17.0,1.0,18.0
Jordan Akins,44.0,8.0,0.0,8.0
Jordan Cameron,58.0,14.0,0.0,14.0
Jordan Hicks,8.0,0.0,0.0,0.0
Jordan Howard,71.0,2.0,37.0,39.0
Jordan Leggett,15.0,1.0,0.0,1.0
Jordan Matthews,70.0,22.0,0.0,22.0
Jordan Norwood,28.0,2.0,0.0,2.0
Jordan Poyer,15.0,0.0,0.0,0.0
Jordan Reed,64.0,28.0,0.0,28.0
Jordan Richards,12.0,0.0,0.0,0.0
Jordan Shipley,22.0,4.0,0.0,4.0
Jordan Todman,48.0,2.0,3.0,5.0
Jordan Wilkins,45.0,0.0,4.0,4.0
Jordy Nelson,151.0,72.0,0.0,72.0
Joseph Addai,78.0,9.0,39.0,48.0
Joseph Fauria,23.0,8.0,0.0,8.0
Joseph Randle,35.0,0.0,9.0,9.0
Josh Adams,22.0,0.0,5.0,5.0
Josh Allen,94.0,1.0,38.0,39.0
Josh Brown,201.0,0.0,0.0,0.0
Josh Doctson,31.0,8.0,0.0,8.0
Josh Freeman,41.0,0.0,4.0,4.0
Josh Huff,37.0,4.0,0.0,4.0
Josh Jackson,16.0,0.0,0.0,0.0
Josh Lambo,79.0,0.0,0.0,0.0
Josh Malone,11.0,1.0,0.0,1.0
Josh McCown,65.0,0.0,13.0,13.0
Josh Morgan,79.0,12.0,0.0,12.0
Josh Reed,88.0,10.0,0.0,10.0
Josh Reynolds,90.0,14.0,0.0,14.0
Josh Scobee,172.0,0.0,0.0,0.0
Josh Scobey,22.0,0.0,0.0,0.0
Josh Sweat,16.0,0.0,0.0,0.0
Josh Williams,14.0,0.0,0.0,0.0
Josh Wilson,70.0,0.0,0.0,0.0
Jourdan Lewis,16.0,0.0,0.0,0.0
JuJu Smith-Schuster,79.0,29.0,1.0,30.0
Julian Peterson,14.0,0.0,0.0,0.0
Julio Jones,125.0,49.0,0.0,49.0
Julius Jones,82.0,2.0,22.0,24.0
Julius Peppers,48.0,0.0,0.0,0.0
Julius Thomas,62.0,36.0,0.0,36.0
Junior Galette,16.0,0.0,0.0,0.0
Junior Hemingway,16.0,2.0,0.0,2.0
Juron Criner,12.0,1.0,0.0,1.0
Justin Bethel,64.0,0.0,0.0,0.0
Justin Blackmon,20.0,6.0,0.0,6.0
Justin Blalock,16.0,0.0,0.0,0.0
Justin Evans,10.0,0.0,0.0,0.0
Justin Fargas,68.0,0.0,10.0,10.0
Justin Forsett,99.0,1.0,19.0,20.0
Justin Gage,76.0,16.0,0.0,16.0
Justin Gilbert,14.0,0.0,0.0,0.0
Justin Green,12.0,0.0,0.0,0.0
Justin Griffith,96.0,12.0,1.0,13.0
Justin Hardy,48.0,9.0,0.0,9.0
Justin Houston,74.0,0.0,0.0,0.0
Justin Hunter,55.0,13.0,0.0,13.0
Justin Jackson,52.0,1.0,5.0,6.0
Justin McCareins,80.0,16.0,0.0,16.0
Justin Medlock,11.0,0.0,0.0,0.0
Justin Peelle,122.0,12.0,0.0,12.0
Justin Reid,33.0,0.0,0.0,0.0
Justin Simmons,13.0,0.0,0.0,0.0
Ka'Deem Carey,11.0,1.0,2.0,3.0
Kabeer Gbaja-Biamila,15.0,0.0,0.0,0.0
Kaelin Clay,20.0,0.0,0.0,0.0
Kahlil Bell,13.0,1.0,0.0,1.0
Kai Forbath,83.0,0.0,0.0,0.0
Kalen Ballage,35.0,0.0,7.0,7.0
Kam Chancellor,9.0,0.0,0.0,0.0
Kapri Bibbs,27.0,3.0,3.0,6.0
Kareem Hunt,76.0,17.0,31.0,48.0
Kareem Jackson,55.0,0.0,0.0,0.0
Karl Klug,16.0,0.0,0.0,0.0
Karlos Dansby,47.0,0.0,0.0,0.0
Karlos Williams,11.0,2.0,7.0,9.0
Kassim Osgood,62.0,5.0,0.0,5.0
Kawika Mitchell,31.0,0.0,0.0,0.0
Kealoha Pilares,20.0,1.0,0.0,1.0
Keary Colbert,44.0,8.0,0.0,8.0
Kedric Golston,15.0,0.0,0.0,0.0
Keenan Allen,125.0,52.0,0.0,52.0
Keenan Burton,13.0,1.0,0.0,1.0
Keiland Williams,30.0,2.0,5.0,7.0
Keith Bulluck,80.0,0.0,0.0,0.0
Keith Heinrich,7.0,2.0,0.0,2.0
Keith McGill,12.0,0.0,0.0,0.0
Keith Williams,12.0,1.0,0.0,1.0
Keiwan Ratliff,13.0,0.0,0.0,0.0
Keke Coutee,23.0,4.0,1.0,5.0
Kellen Clemens,14.0,0.0,3.0,3.0
Kellen Davis,95.0,13.0,0.0,13.0
Kellen Winslow,160.0,45.0,0.0,45.0
Kelley Washington,67.0,12.0,0.0,12.0
Kelly Campbell,37.0,8.0,0.0,8.0
Kelvin Benjamin,61.0,20.0,0.0,20.0
Kelvin Hayden,36.0,0.0,0.0,0.0
Kelvin Sheppard,16.0,0.0,0.0,0.0
Ken Lucas,32.0,0.0,0.0,0.0
Kenbrell Thompkins,12.0,4.0,0.0,4.0
Kendall Fuller,17.0,0.0,0.0,0.0
Kendall Hunter,43.0,0.0,7.0,7.0
Kendall Wright,82.0,19.0,0.0,19.0
Kendrick Bourne,80.0,17.0,0.0,17.0
Kendrick Lewis,32.0,0.0,0.0,0.0
Kenjon Barner,40.0,0.0,3.0,3.0
Kenneth Darby,14.0,1.0,2.0,3.0
Kenneth Dixon,18.0,1.0,4.0,5.0
Kenny Britt,104.0,32.0,0.0,32.0
Kenny Golladay,59.0,22.0,0.0,22.0
Kenny King,39.0,1.0,7.0,8.0
Kenny Stills,130.0,38.0,0.0,38.0
Kenny Vaccaro,12.0,0.0,0.0,0.0
Kenny Young,16.0,0.0,0.0,0.0
Kenoy Kennedy,16.0,0.0,0.0,0.0
Kenyan Drake,101.0,8.0,33.0,41.0
Kenyon Coleman,16.0,0.0,0.0,0.0
Kerry Rhodes,32.0,0.0,0.0,0.0
Kerryon Johnson,34.0,3.0,8.0,11.0
Kerwynn Williams,32.0,0.0,4.0,4.0
Keshawn Martin,41.0,5.0,0.0,5.0
Kevan Barlow,84.0,3.0,30.0,33.0
Kevin Boss,74.0,22.0,0.0,22.0
Kevin Burnett,48.0,0.0,0.0,0.0
Kevin Hogan,4.0,0.0,1.0,1.0
Kevin Johnson,90.0,25.0,0.0,25.0
Kevin Jones,53.0,3.0,24.0,27.0
Kevin Kasper,13.0,3.0,0.0,3.0
Kevin Kolb,11.0,0.0,2.0,2.0
Kevin McDougal,9.0,0.0,0.0,0.0
Kevin Minter,16.0,0.0,0.0,0.0
Kevin Ogletree,31.0,6.0,0.0,6.0
Kevin Smith,64.0,5.0,17.0,22.0
Kevin Williams,113.0,7.0,2.0,9.0
Keyaron Fox,16.0,0.0,0.0,0.0
Keyuo Craver,10.0,0.0,0.0,0.0
Khalif Barnes,16.0,1.0,0.0,1.0
Khalil Mack,16.0,0.0,0.0,0.0
Kiko Alonso,15.0,0.0,0.0,0.0
Kindal Moorehead,14.0,0.0,0.0,0.0
Kirk Cousins,131.0,0.0,19.0,19.0
Kirk Morrison,16.0,0.0,0.0,0.0
Knile Davis,46.0,1.0,11.0,12.0
Knowshon Moreno,63.0,9.0,27.0,36.0
Koa Misi,16.0,0.0,0.0,0.0
Kolby Smith,23.0,0.0,3.0,3.0
Koren Robinson,92.0,16.0,1.0,17.0
Kory Sperry,8.0,1.0,0.0,1.0
Kris Wilson,48.0,5.0,0.0,5.0
Kroy Biermann,48.0,0.0,0.0,0.0
Kurt Coleman,30.0,0.0,0.0,0.0
Kwame Harris,14.0,0.0,0.0,0.0
Kwon Alexander,16.0,0.0,0.0,0.0
Kyle Boller,25.0,0.0,2.0,2.0
Kyle Brindza,4.0,0.0,0.0,0.0
Kyle Emanuel,16.0,0.0,0.0,0.0
Kyle Johnson,44.0,8.0,1.0,9.0
Kyle Larson,16.0,0.0,1.0,1.0
Kyle Orton,27.0,0.0,4.0,4.0
Kyle Rudolph,165.0,50.0,0.0,50.0
Kyle Van Noy,47.0,0.0,0.0,0.0
Kyle Vanden Bosch,19.0,0.0,0.0,0.0
Kyle Wilber,16.0,0.0,0.0,0.0
Kyle Williams,40.0,4.0,1.0,5.0
Kyler Fackrell,12.0,0.0,0.0,0.0
L.J. Smith,86.0,18.0,0.0,18.0
LaBrandon Toefield,41.0,2.0,7.0,9.0
LaDainian Tomlinson,123.0,10.0,85.0,95.0
LaMarr Woodley,47.0,0.0,0.0,0.0
LaRon Landry,16.0,0.0,0.0,0.0
LaVar Arrington,36.0,0.0,0.0,0.0
LaVon Brazill,25.0,3.0,0.0,3.0
Ladarius Green,35.0,8.0,0.0,8.0
Ladell Betts,111.0,3.0,15.0,18.0
Lamar Gordon,37.0,2.0,3.0,5.0
Lamar Jackson,55.0,0.0,17.0,17.0
Lamar Miller,105.0,8.0,32.0,40.0
Lamarcus Joyner,12.0,0.0,0.0,0.0
Lamarr Houston,10.0,0.0,0.0,0.0
Lamont Thompson,16.0,0.0,0.0,0.0
Lance Briggs,64.0,0.0,0.0,0.0
Lance Kendricks,110.0,19.0,0.0,19.0
Lance Moore,125.0,44.0,1.0,45.0
Landon Collins,6.0,0.0,0.0,0.0
Landon Johnson,16.0,0.0,0.0,0.0
Lane Johnson,13.0,1.0,0.0,1.0
Laquon Treadwell,45.0,5.0,0.0,5.0
Lardarius Webb,30.0,0.0,0.0,0.0
Larry Brown,147.0,19.0,22.0,41.0
Larry Fitzgerald,247.0,109.0,0.0,109.0
Larry Foote,16.0,0.0,0.0,0.0
