Player,Games,RecTD,RshTD,TotalTouchdowns
Larry Foster,10.0,1.0,0.0,1.0
Larry Johnson,52.0,4.0,38.0,42.0
Larry Tripplett,15.0,0.0,0.0,0.0
Laurence Maroney,42.0,1.0,21.0,22.0
Laurent Robinson,46.0,15.0,0.0,15.0
Lavelle Hawkins,16.0,1.0,0.0,1.0
Laveranues Coles,153.0,49.0,0.0,49.0
Lavonte David,45.0,0.0,0.0,0.0
Lawrence Sidbury,16.0,0.0,0.0,0.0
Lawrence Timmons,16.0,0.0,0.0,0.0
Lawrence Vickers,32.0,3.0,0.0,3.0
Le'Veon Bell,65.0,4.0,25.0,29.0
LeGarrette Blount,132.0,2.0,56.0,58.0
LeSean McCoy,129.0,11.0,47.0,58.0
Lee Evans,109.0,43.0,0.0,43.0
Lee Smith,103.0,11.0,0.0,11.0
Lee Suggs,17.0,1.0,4.0,5.0
Legedu Naanee,56.0,4.0,0.0,4.0
LenDale White,45.0,0.0,24.0,24.0
Leodis McKelvin,58.0,0.0,0.0,0.0
Leon Hall,44.0,0.0,0.0,0.0
Leon Jacobs,12.0,0.0,0.0,0.0
Leon Washington,96.0,2.0,10.0,12.0
Leonard Floyd,38.0,0.0,0.0,0.0
Leonard Fournette,79.0,7.0,34.0,41.0
Leonard Hankerson,40.0,9.0,0.0,9.0
Leonard Johnson,32.0,0.0,0.0,0.0
Leonard Pope,74.0,11.0,0.0,11.0
Leonte Carroo,23.0,2.0,0.0,2.0
Leroy Harris,63.0,1.0,13.0,14.0
Lestar Jean,14.0,1.0,0.0,1.0
Levine Toilolo,95.0,8.0,0.0,8.0
Lex Hilliard,32.0,2.0,2.0,4.0
Linval Joseph,15.0,0.0,0.0,0.0
Lito Sheppard,13.0,0.0,0.0,0.0
Lofa Tatupu,32.0,0.0,0.0,0.0
Logan Ryan,16.0,0.0,0.0,0.0
Logan Thomas,64.0,12.0,0.0,12.0
Lorenzo Carter,17.0,0.0,0.0,0.0
Lorenzo Taliaferro,16.0,0.0,5.0,5.0
Louis Delmas,28.0,0.0,0.0,0.0
Louis Murphy,89.0,11.0,1.0,12.0
Lousaka Polite,30.0,1.0,1.0,2.0
Luke Kuechly,16.0,0.0,0.0,0.0
Luke Stocker,58.0,5.0,0.0,5.0
Mack Hollins,66.0,10.0,0.0,10.0
Madieu Williams,32.0,0.0,0.0,0.0
Madison Hedgecock,32.0,2.0,0.0,2.0
Major Wright,43.0,0.0,0.0,0.0
Malcolm Brown,71.0,1.0,13.0,14.0
Malcolm Jenkins,107.0,0.0,0.0,0.0
Malcolm Mitchell,14.0,4.0,0.0,4.0
Malcom Brown,16.0,0.0,0.0,0.0
Malik Hooker,16.0,0.0,0.0,0.0
Malik Jackson,16.0,0.0,0.0,0.0
Manny Lawson,16.0,0.0,0.0,0.0
Marc Bulger,36.0,0.0,8.0,8.0
Marcedes Lewis,187.0,39.0,0.0,39.0
Marcel Shipp,46.0,3.0,11.0,14.0
Marcell Ateman,7.0,1.0,0.0,1.0
Marcell Dareus,15.0,0.0,0.0,0.0
Marcellus Rivers,48.0,4.0,0.0,4.0
Marcus Allen,197.0,15.0,101.0,116.0
Marcus Easley,13.0,1.0,0.0,1.0
Marcus Johnson,13.0,3.0,0.0,3.0
Marcus Mariota,80.0,1.0,17.0,18.0
Marcus Murphy,13.0,0.0,0.0,0.0
Marcus Peters,46.0,0.0,0.0,0.0
Marcus Spears,9.0,1.0,0.0,1.0
Marcus Trufant,32.0,0.0,0.0,0.0
Mario Edwards,32.0,0.0,0.0,0.0
Mario Haggan,16.0,0.0,0.0,0.0
Mario Manningham,54.0,19.0,0.0,19.0
Mario Williams,16.0,0.0,0.0,0.0
Marion Grice,10.0,0.0,1.0,1.0
Mark Andrews,60.0,25.0,0.0,25.0
Mark Barron,12.0,0.0,0.0,0.0
Mark Bradley,50.0,9.0,0.0,9.0
Mark Brown,15.0,0.0,0.0,0.0
Mark Clayton,223.0,98.0,2.0,100.0
Mark Ingram,270.0,36.0,65.0,101.0
Mark Jackson,141.0,29.0,1.0,30.0
Mark Sanchez,56.0,0.0,13.0,13.0
Mark Simoneau,16.0,0.0,0.0,0.0
Markus Golden,16.0,0.0,0.0,0.0
Markus Kuhn,14.0,0.0,0.0,0.0
Markus Wheaton,35.0,8.0,0.0,8.0
Marlon Brown,14.0,7.0,0.0,7.0
Marlon Humphrey,15.0,0.0,0.0,0.0
Marlon Mack,48.0,3.0,21.0,24.0
Marlon McCree,29.0,0.0,0.0,0.0
Marqise Lee,53.0,8.0,0.0,8.0
Marquand Manuel,16.0,0.0,0.0,0.0
Marques Anderson,14.0,0.0,0.0,0.0
Marques Colston,146.0,72.0,0.0,72.0
Marques Harris,15.0,0.0,0.0,0.0
Marquess Wilson,21.0,3.0,0.0,3.0
Marqueston Huff,14.0,0.0,0.0,0.0
Marquez Valdes-Scantling,76.0,15.0,0.0,15.0
Marquis Haynes,17.0,0.0,0.0,0.0
Marquise Goodwin,90.0,18.0,0.0,18.0
Marshall Koehn,1.0,0.0,0.0,0.0
Marshawn Lynch,133.0,8.0,74.0,82.0
Marshon Lattimore,20.0,0.0,0.0,0.0
Martavis Bryant,36.0,17.0,1.0,18.0
Martellus Bennett,91.0,30.0,0.0,30.0
Marvin Jones,145.0,58.0,0.0,58.0
Mason Crosby,258.0,0.0,0.0,0.0
Mason Foster,15.0,0.0,0.0,0.0
Mathias Kiwanuka,16.0,0.0,0.0,0.0
Matt Asiata,42.0,1.0,18.0,19.0
Matt Barkley,7.0,1.0,0.0,1.0
Matt Flynn,5.0,0.0,1.0,1.0
Matt Forte,146.0,21.0,54.0,75.0
Matt Judon,14.0,0.0,0.0,0.0
Matt Leinart,12.0,0.0,2.0,2.0
Matt Milano,16.0,0.0,0.0,0.0
Matt Ryan,138.0,1.0,13.0,14.0
Matt Schaub,21.0,0.0,4.0,4.0
Matt Schobel,94.0,12.0,0.0,12.0
Matt Shaughnessy,16.0,0.0,0.0,0.0
Matt Slauson,16.0,0.0,0.0,0.0
Matt Spaeth,94.0,10.0,0.0,10.0
Matt Ware,16.0,0.0,0.0,0.0
Matthew Stafford,118.0,0.0,15.0,15.0
Maurice Hicks,55.0,1.0,6.0,7.0
Maurice Hurst,16.0,0.0,0.0,0.0
Maurice Jones-Drew,98.0,8.0,60.0,68.0
Maurice Morris,114.0,5.0,13.0,18.0
Maurice Stovall,42.0,3.0,0.0,3.0
Maxx Williams,68.0,6.0,0.0,6.0
Mel Mitchell,15.0,0.0,0.0,0.0
Melvin Gordon,94.0,14.0,55.0,69.0
Melvin Ingram,33.0,0.0,0.0,0.0
Melvin Oliver,16.0,0.0,0.0,0.0
Mewelde Moore,100.0,8.0,6.0,14.0
Micah Hyde,65.0,0.0,0.0,0.0
Michael Boley,30.0,0.0,0.0,0.0
Michael Boulware,16.0,0.0,0.0,0.0
Michael Burton,32.0,1.0,1.0,2.0
Michael Bush,89.0,2.0,29.0,31.0
Michael Campanaro,21.0,2.0,1.0,3.0
Michael Clayton,56.0,10.0,0.0,10.0
Michael Crabtree,141.0,54.0,0.0,54.0
Michael Floyd,91.0,25.0,0.0,25.0
Michael Gaines,52.0,6.0,0.0,6.0
Michael Gallup,69.0,19.0,0.0,19.0
Michael Griffin,16.0,0.0,0.0,0.0
Michael Haynes,150.0,47.0,0.0,47.0
Michael Hoomanawanui,49.0,8.0,0.0,8.0
Michael Huff,16.0,0.0,0.0,0.0
Michael Jenkins,114.0,25.0,0.0,25.0
Michael Lehan,15.0,0.0,0.0,0.0
Michael Lewis,41.0,1.0,0.0,1.0
Michael Mauti,16.0,0.0,0.0,0.0
Michael Roberts,8.0,3.0,0.0,3.0
Michael Robinson,46.0,3.0,2.0,5.0
Michael Thomas,34.0,17.0,0.0,17.0
Michael Turner,104.0,1.0,49.0,50.0
Michael Vick,128.0,0.0,36.0,36.0
Michael Wiley,42.0,2.0,1.0,3.0
Mike Adams,30.0,0.0,0.0,0.0
Mike Bell,32.0,0.0,14.0,14.0
Mike Brown,63.0,2.0,0.0,2.0
Mike Daniels,14.0,0.0,0.0,0.0
Mike Edwards,27.0,0.0,0.0,0.0
Mike Evans,137.0,81.0,0.0,81.0
Mike Gesicki,65.0,18.0,0.0,18.0
Mike Gillislee,29.0,1.0,16.0,17.0
Mike Glennon,6.0,0.0,1.0,1.0
Mike Goodson,28.0,1.0,3.0,4.0
Mike Harris,15.0,0.0,0.0,0.0
Mike Hart,16.0,0.0,2.0,2.0
Mike Hughes,23.0,0.0,0.0,0.0
Mike Hull,10.0,0.0,1.0,1.0
Mike Jenkins,14.0,0.0,0.0,0.0
Mike Johnson,64.0,1.0,0.0,1.0
Mike Jones,108.0,13.0,0.0,13.0
Mike Karney,43.0,2.0,5.0,7.0
Mike Martin,28.0,6.0,0.0,6.0
Mike McMahon,25.0,0.0,7.0,7.0
Mike Montgomery,37.0,7.0,2.0,9.0
Mike Nugent,172.0,0.0,0.0,0.0
Mike Patterson,16.0,0.0,0.0,0.0
Mike Reilly,10.0,0.0,0.0,0.0
Mike Roberg,12.0,1.0,0.0,1.0
Mike Scifres,16.0,0.0,0.0,0.0
Mike Seidman,16.0,2.0,0.0,2.0
Mike Sims-Walker,29.0,14.0,0.0,14.0
Mike Thomas,162.0,19.0,19.0,38.0
Mike Walker,8.0,0.0,0.0,0.0
Mike Wallace,142.0,57.0,0.0,57.0
Mike White,8.0,0.0,1.0,1.0
Mikel Leshoure,14.0,0.0,9.0,9.0
Miles Austin,93.0,37.0,1.0,38.0
Miles Killebrew,16.0,0.0,0.0,0.0
Minkah Fitzpatrick,16.0,0.0,0.0,0.0
Mitchell Trubisky,64.0,0.0,11.0,11.0
Mohamed Massaquoi,45.0,7.0,0.0,7.0
Mohamed Sanu,128.0,27.0,2.0,29.0
Montario Hardesty,13.0,0.0,1.0,1.0
Montee Ball,21.0,0.0,5.0,5.0
Monty Beisel,16.0,0.0,0.0,0.0
Moran Norris,62.0,3.0,1.0,4.0
Morgan Burnett,13.0,0.0,0.0,0.0
Morris Claiborne,30.0,0.0,0.0,0.0
Muhammad Wilkerson,32.0,0.0,0.0,0.0
Musa Smith,27.0,0.0,4.0,4.0
MyCole Pruitt,71.0,11.0,0.0,11.0
Mychal Rivera,61.0,10.0,0.0,10.0
Myles Jack,32.0,0.0,0.0,0.0
Najee Goode,28.0,0.0,0.0,0.0
Najeh Davenport,67.0,3.0,13.0,16.0
Napoleon Harris,10.0,0.0,0.0,0.0
Nate Allen,26.0,0.0,0.0,0.0
Nate Burleson,135.0,39.0,0.0,39.0
Nate Byham,11.0,1.0,0.0,1.0
Nate Clements,102.0,0.0,0.0,0.0
Nate Hairston,14.0,0.0,0.0,0.0
Nate Irving,8.0,0.0,0.0,0.0
Nate Kaeding,98.0,0.0,0.0,0.0
Nate Poole,20.0,2.0,0.0,2.0
Nathan Peterman,4.0,0.0,1.0,1.0
Nathan Stupar,16.0,0.0,0.0,0.0
Nathan Vasher,32.0,0.0,0.0,0.0
Naufahu Tahi,30.0,2.0,0.0,2.0
Ndamukong Suh,16.0,0.0,0.0,0.0
Nelson Agholor,118.0,31.0,0.0,31.0
Nevin Lawson,15.0,0.0,0.0,0.0
Nic Jacobs,13.0,1.0,0.0,1.0
Nick Barnett,32.0,0.0,0.0,0.0
Nick Bellore,27.0,2.0,0.0,2.0
Nick Boyle,51.0,4.0,0.0,4.0
Nick Chubb,75.0,4.0,48.0,52.0
Nick Collins,48.0,0.0,0.0,0.0
Nick Fairley,15.0,0.0,0.0,0.0
Nick Foles,27.0,0.0,3.0,3.0
Nick Folk,211.0,0.0,0.0,0.0
Nick Hayden,16.0,0.0,0.0,0.0
Nick Kasa,16.0,1.0,0.0,1.0
Nick Kwiatkoski,32.0,0.0,0.0,0.0
Nick Novak,118.0,0.0,0.0,0.0
Nick O'Leary,55.0,4.0,0.0,4.0
Nick Toon,8.0,1.0,0.0,1.0
Nick Vannett,52.0,6.0,0.0,6.0
Nick Vigil,16.0,0.0,0.0,0.0
Nigel Bradham,27.0,0.0,0.0,0.0
Niles Paul,32.0,2.0,0.0,2.0
Nnamdi Asomugha,15.0,0.0,0.0,0.0
Noah Brown,16.0,3.0,0.0,3.0
Noah Herron,23.0,2.0,3.0,5.0
Nolan Carroll,11.0,0.0,0.0,0.0
Nyheim Hines,81.0,8.0,10.0,18.0
O.J. Atogwe,32.0,0.0,0.0,0.0
O.J. Howard,72.0,17.0,0.0,17.0
Odell Thurman,16.0,0.0,0.0,0.0
Olivier Vernon,30.0,0.0,0.0,0.0
Omar Bolden,9.0,0.0,0.0,0.0
Omar Easy,7.0,1.0,0.0,1.0
Onterrio Smith,26.0,2.0,7.0,9.0
Orlando Huff,11.0,0.0,0.0,0.0
Orlando Scandrick,19.0,0.0,0.0,0.0
Ovie Mughelli,69.0,6.0,1.0,7.0
Owen Daniels,131.0,36.0,0.0,36.0
Owen Pochman,6.0,0.0,0.0,0.0
Owen Schmitt,30.0,2.0,0.0,2.0
P.J. Williams,31.0,0.0,0.0,0.0
Pat Watkins,14.0,0.0,0.0,0.0
Patrick Chung,14.0,0.0,0.0,0.0
Patrick Mahomes,46.0,0.0,6.0,6.0
Patrick Peterson,29.0,0.0,0.0,0.0
Patrick Ramsey,20.0,0.0,2.0,2.0
Patrick Robinson,16.0,0.0,0.0,0.0
Patrick Turner,15.0,1.0,0.0,1.0
Patrick Willis,16.0,0.0,0.0,0.0
Paul Hogan,20.0,0.0,1.0,1.0
Paul Kruger,15.0,0.0,0.0,0.0
Paul Posluszny,15.0,0.0,0.0,0.0
Paul Richardson,63.0,12.0,0.0,12.0
Percy Harvin,72.0,22.0,5.0,27.0
Peter Sirmon,16.0,0.0,0.0,0.0
Peter Warrick,62.0,18.0,2.0,20.0
Peyton Barber,89.0,2.0,21.0,23.0
Peyton Hillis,72.0,3.0,23.0,26.0
Pharaoh Brown,13.0,2.0,0.0,2.0
Pharoh Cooper,13.0,1.0,0.0,1.0
Philip Rivers,48.0,0.0,3.0,3.0
Phillip Buchanon,52.0,0.0,0.0,0.0
Phillip Dorsett,71.0,12.0,0.0,12.0
Phillip Merling,16.0,0.0,0.0,0.0
Pierre Desir,12.0,0.0,0.0,0.0
Pierre Garcon,126.0,38.0,0.0,38.0
Plaxico Burress,136.0,64.0,0.0,64.0
Preston Brown,25.0,1.0,0.0,1.0
Preston Parker,32.0,5.0,0.0,5.0
Preston Smith,32.0,0.0,0.0,0.0
Prince Amukamara,15.0,0.0,0.0,0.0
Quandre Diggs,26.0,0.0,0.0,0.0
Quentin Griffin,6.0,1.0,2.0,3.0
Quentin Groves,15.0,0.0,0.0,0.0
Quentin Jammer,16.0,0.0,0.0,0.0
Quentin McCord,9.0,1.0,0.0,1.0
Quincy Carter,24.0,0.0,3.0,3.0
Quincy Enunwa,27.0,5.0,0.0,5.0
Quincy Morgan,79.0,17.0,0.0,17.0
Quinn Sypniewski,15.0,1.0,0.0,1.0
Quinten Rollins,14.0,0.0,0.0,0.0
Quintin Demps,46.0,0.0,0.0,0.0
Quinton Ganther,8.0,0.0,3.0,3.0
Quinton Patton,16.0,1.0,0.0,1.0
R. Jay Soward,13.0,1.0,0.0,1.0
Raekwon McMillan,16.0,0.0,0.0,0.0
Ralph Brown,11.0,0.0,0.0,0.0
Ramik Wilson,18.0,0.0,0.0,0.0
Ran Carthon,9.0,0.0,2.0,2.0
Randall Cobb,155.0,53.0,0.0,53.0
Randy Bullock,138.0,0.0,0.0,0.0
Randy Jordan,74.0,2.0,7.0,9.0
Randy McMichael,128.0,24.0,0.0,24.0
Rashaad Penny,39.0,1.0,13.0,14.0
Rashaan Evans,16.0,0.0,0.0,0.0
Rashad Greene,9.0,2.0,0.0,2.0
Rashad Jennings,93.0,2.0,23.0,25.0
Rashad Johnson,31.0,0.0,0.0,0.0
Rashard Anderson,15.0,0.0,0.0,0.0
Rashard Higgins,66.0,12.0,0.0,12.0
Rashard Mendenhall,68.0,2.0,37.0,39.0
Rashaun Woods,14.0,1.0,0.0,1.0
Rashean Mathis,44.0,0.0,0.0,0.0
Rasheem Green,17.0,0.0,0.0,0.0
Rasul Douglas,12.0,0.0,0.0,0.0
Ray Edwards,12.0,0.0,0.0,0.0
Ray McDonald,60.0,0.0,4.0,4.0
Ray Rice,79.0,6.0,37.0,43.0
Rayshawn Jenkins,17.0,0.0,0.0,0.0
Reche Caldwell,54.0,11.0,0.0,11.0
Red Bryant,16.0,0.0,0.0,0.0
Reggie Brown,94.0,18.0,1.0,19.0
Reggie Bush,129.0,18.0,36.0,54.0
Reggie Howard,15.0,0.0,0.0,0.0
Reggie Lewis,12.0,0.0,0.0,0.0
Reggie Nelson,16.0,0.0,0.0,0.0
Reggie Ragland,14.0,0.0,0.0,0.0
Reggie Wayne,182.0,76.0,0.0,76.0
Reggie Wells,16.0,0.0,0.0,0.0
Reggie White,16.0,0.0,0.0,0.0
Reggie Williams,116.0,18.0,0.0,18.0
Renaldo Hill,30.0,0.0,0.0,0.0
Reshad Jones,62.0,0.0,0.0,0.0
Reuben Droughns,102.0,6.0,19.0,25.0
Rex Burkhead,114.0,9.0,17.0,26.0
Rex Grossman,32.0,0.0,4.0,4.0
Rhett Ellison,97.0,7.0,1.0,8.0
Rian Wallace,12.0,0.0,0.0,0.0
Ricardo Lockette,26.0,4.0,0.0,4.0
Richard Marshall,32.0,0.0,0.0,0.0
Richard Rodgers,77.0,15.0,0.0,15.0
Richard Sherman,15.0,0.0,0.0,0.0
Richie James,57.0,7.0,0.0,7.0
Ricky Manning,47.0,0.0,0.0,0.0
Ricky Seals-Jones,52.0,10.0,0.0,10.0
Ricky Williams,153.0,9.0,52.0,61.0
Riley Cooper,88.0,18.0,0.0,18.0
Rishard Matthews,71.0,21.0,0.0,21.0
Rob Gronkowski,83.0,44.0,0.0,44.0
Rob Housler,13.0,1.0,0.0,1.0
Rob Meier,16.0,0.0,0.0,0.0
Rob Morris,15.0,0.0,0.0,0.0
Rob Ninkovich,32.0,0.0,0.0,0.0
Robert Alford,31.0,0.0,0.0,0.0
Robert Ayers,15.0,0.0,0.0,0.0
Robert Ferguson,74.0,13.0,0.0,13.0
Robert Foster,13.0,3.0,0.0,3.0
Robert Geathers,29.0,0.0,0.0,0.0
Robert Herron,8.0,1.0,0.0,1.0
Robert James,14.0,0.0,0.0,0.0
Robert Meachem,92.0,27.0,1.0,28.0
Robert Nkemdiche,12.0,0.0,0.0,0.0
Robert Reynolds,15.0,0.0,0.0,0.0
Robert Royal,104.0,14.0,0.0,14.0
Robert Turbin,47.0,3.0,9.0,12.0
Robert Woods,145.0,39.0,5.0,44.0
Roberto Aguayo,16.0,0.0,0.0,0.0
Rock Cartwright,95.0,2.0,6.0,8.0
Rocky Boiman,16.0,0.0,0.0,0.0
Rod Gardner,77.0,23.0,0.0,23.0
Roddy White,139.0,53.0,0.0,53.0
Rodney Smith,7.0,0.0,1.0,1.0
Roger Lewis,28.0,4.0,0.0,4.0
Rolando McClain,26.0,0.0,0.0,0.0
Roman Harper,32.0,0.0,0.0,0.0
Romeo Okwara,16.0,0.0,0.0,0.0
Ron Dayne,96.0,0.0,28.0,28.0
Ron Dugans,30.0,3.0,0.0,3.0
Ron Edwards,16.0,0.0,0.0,0.0
Ron Johnson,131.0,16.0,32.0,48.0
Ronald Curry,57.0,13.0,0.0,13.0
Rondell Mealey,14.0,0.0,1.0,1.0
Ronney Jenkins,32.0,0.0,0.0,0.0
Ronnie Brown,108.0,2.0,38.0,40.0
Ronnie Harrison,11.0,0.0,0.0,0.0
Ronnie Hillman,48.0,1.0,12.0,13.0
Roquan Smith,17.0,0.0,0.0,0.0
Roscoe Parrish,63.0,7.0,1.0,8.0
Roy Helu,54.0,4.0,7.0,11.0
Royce Freeman,30.0,1.0,8.0,9.0
Rudi Johnson,86.0,2.0,49.0,51.0
Rueben Randle,64.0,20.0,0.0,20.0
Russell Wilson,157.0,1.0,26.0,27.0
Ryan Broyles,10.0,2.0,0.0,2.0
Ryan Denney,32.0,2.0,0.0,2.0
Ryan Fitzpatrick,130.0,0.0,21.0,21.0
Ryan Hannam,31.0,2.0,0.0,2.0
Ryan Hewitt,12.0,1.0,0.0,1.0
Ryan Izzo,6.0,1.0,0.0,1.0
Ryan Kerrigan,48.0,0.0,0.0,0.0
Ryan Krause,2.0,1.0,0.0,1.0
Ryan Mallett,8.0,0.0,1.0,1.0
Ryan Mathews,86.0,3.0,37.0,40.0
Ryan Moats,30.0,1.0,8.0,9.0
Ryan Nall,16.0,1.0,0.0,1.0
Ryan Switzer,32.0,1.0,0.0,1.0
Ryan Tannehill,145.0,1.0,26.0,27.0
Ryan Torain,20.0,2.0,6.0,8.0
Sage Rosenfels,9.0,0.0,1.0,1.0
Sam Aiken,14.0,2.0,0.0,2.0
Sam Baker,181.0,0.0,2.0,2.0
Sam Bradford,39.0,0.0,2.0,2.0
Sam Darnold,56.0,0.0,12.0,12.0
Sam Ficken,28.0,0.0,0.0,0.0
Sam Hubbard,16.0,0.0,0.0,0.0
Samaje Perine,64.0,6.0,7.0,13.0
Samie Parker,47.0,7.0,0.0,7.0
Sammie Coates,14.0,2.0,0.0,2.0
Sammie Stroughter,13.0,1.0,0.0,1.0
Sammy Morris,93.0,1.0,26.0,27.0
Sammy Watkins,99.0,34.0,0.0,34.0
Santana Moss,182.0,66.0,0.0,66.0
Santonio Holmes,103.0,36.0,0.0,36.0
Saquon Barkley,58.0,8.0,29.0,37.0
Scott Chandler,76.0,21.0,0.0,21.0
Scott McKillop,16.0,0.0,0.0,0.0
Scott Starks,16.0,0.0,0.0,0.0
Scott Tolzien,3.0,0.0,1.0,1.0
Scottie Montgomery,15.0,1.0,0.0,1.0
Scotty Anderson,34.0,4.0,0.0,4.0
Sean Jones,16.0,0.0,0.0,0.0
Sean Lee,25.0,0.0,0.0,0.0
Sean Ryan,10.0,2.0,0.0,2.0
Sean Smith,23.0,0.0,0.0,0.0
Sean Taylor,15.0,0.0,0.0,0.0
Sean Weatherspoon,7.0,0.0,0.0,0.0
Sebastian Janikowski,284.0,0.0,0.0,0.0
Selvin Young,23.0,0.0,2.0,2.0
Seneca Wallace,13.0,0.0,1.0,1.0
Seth Marler,16.0,0.0,0.0,0.0
Seyi Ajirotutu,24.0,3.0,0.0,3.0
Shad Meier,26.0,3.0,0.0,3.0
Shane Ray,16.0,0.0,0.0,0.0
Shane Vereen,63.0,11.0,8.0,19.0
Shaq Lawson,14.0,0.0,0.0,0.0
Shaq Thompson,14.0,0.0,0.0,0.0
Shaud Williams,4.0,0.0,2.0,2.0
Shaun Alexander,103.0,11.0,73.0,84.0
Shaun Draughn,43.0,2.0,7.0,9.0
Shaun Ellis,16.0,0.0,0.0,0.0
Shaun McDonald,60.0,11.0,0.0,11.0
Shaun Phillips,47.0,0.0,0.0,0.0
Shaun Rogers,30.0,0.0,0.0,0.0
Shaunard Harts,16.0,0.0,0.0,0.0
Shawn Nelson,12.0,1.0,0.0,1.0
Shawn Williams,16.0,0.0,0.0,0.0
Sheldon Brown,63.0,0.0,0.0,0.0
Sheldon Richardson,32.0,0.0,2.0,2.0
Shonn Greene,85.0,0.0,24.0,24.0
Shyrone Stith,14.0,0.0,1.0,1.0
Sidney Rice,81.0,30.0,0.0,30.0
Silas Redd,15.0,0.0,1.0,1.0
Sinorice Moss,18.0,3.0,0.0,3.0
Sione Pouha,16.0,0.0,0.0,0.0
Snoop Minnis,13.0,1.0,0.0,1.0
Sony Michel,55.0,2.0,18.0,20.0
Spencer Havner,16.0,4.0,0.0,4.0
Spencer Johnson,16.0,0.0,0.0,0.0
Spencer Larsen,11.0,1.0,0.0,1.0
Spencer Ware,38.0,2.0,11.0,13.0
Stanford Routt,16.0,0.0,0.0,0.0
Stanley Havili,28.0,1.0,1.0,2.0
Stanley Wilson,35.0,2.0,11.0,13.0
Stedman Bailey,38.0,2.0,1.0,3.0
Stefon Diggs,103.0,51.0,0.0,51.0
Stepfan Taylor,14.0,3.0,1.0,4.0
Stephen Anderson,45.0,3.0,0.0,3.0
Stephen Burton,12.0,1.0,0.0,1.0
Stephen Hill,23.0,4.0,0.0,4.0
Stephen Paea,11.0,0.0,0.0,0.0
Stephen Tulloch,16.0,0.0,0.0,0.0
Stephone Anthony,16.0,0.0,0.0,0.0
Sterling Shepard,75.0,22.0,1.0,23.0
Stevan Ridley,64.0,0.0,24.0,24.0
Steve Breaston,76.0,9.0,0.0,9.0
Steve Slaton,33.0,5.0,13.0,18.0
Steven Jackson,160.0,9.0,69.0,78.0
Steven Johnson,16.0,0.0,0.0,0.0
Storm Johnson,6.0,0.0,2.0,2.0
Sylvester Morris,15.0,3.0,0.0,3.0
T.J. Duckett,93.0,0.0,44.0,44.0
T.J. Graham,43.0,4.0,0.0,4.0
T.J. Jones,42.0,5.0,0.0,5.0
T.J. Ward,16.0,0.0,0.0,0.0
T.J. Yates,4.0,0.0,1.0,1.0
T.J. Yeldon,54.0,7.0,6.0,13.0
T.Y. Hilton,143.0,53.0,0.0,53.0
Tab Perry,16.0,1.0,1.0,2.0
Taj Smith,5.0,0.0,0.0,0.0
Tajae Sharpe,47.0,8.0,0.0,8.0
Tamba Hali,31.0,0.0,0.0,0.0
Tanard Jackson,12.0,0.0,0.0,0.0
Tandon Doss,29.0,1.0,0.0,1.0
Tank Carder,16.0,0.0,0.0,0.0
Tank Johnson,14.0,0.0,0.0,0.0
Tarell Brown,15.0,0.0,0.0,0.0
Tarik Cohen,32.0,4.0,2.0,6.0
Taron Johnson,16.0,0.0,0.0,0.0
Tarvaris Jackson,34.0,0.0,6.0,6.0
Tashard Choice,73.0,0.0,10.0,10.0
Tatum Bell,54.0,0.0,16.0,16.0
Tavarres King,8.0,3.0,0.0,3.0
Tavon Austin,109.0,16.0,10.0,26.0
Tavon Young,31.0,0.0,0.0,0.0
Taylor Decker,25.0,2.0,0.0,2.0
Taylor Jacobs,33.0,2.0,0.0,2.0
Taylor Mays,32.0,0.0,0.0,0.0
Taylor Mehlhaff,3.0,0.0,0.0,0.0
Taywan Taylor,29.0,2.0,0.0,2.0
Teddy Bridgewater,58.0,0.0,11.0,11.0
Telvin Smith,44.0,0.0,0.0,0.0
Terence Newman,72.0,0.0,0.0,0.0
Terrance Copper,40.0,6.0,0.0,6.0
Terrance West,35.0,2.0,11.0,13.0
Terrance Williams,64.0,20.0,0.0,20.0
Terrell Suggs,48.0,0.0,0.0,0.0
Terrell Thomas,16.0,0.0,0.0,0.0
Terrelle Smith,30.0,3.0,0.0,3.0
Terrence McGee,61.0,0.0,0.0,0.0
Terry Jones,45.0,5.0,0.0,5.0
Tevin Coleman,75.0,13.0,25.0,38.0
Teyo Johnson,24.0,3.0,0.0,3.0
Thaddeus Lewis,6.0,0.0,1.0,1.0
Theo Riddick,70.0,14.0,5.0,19.0
Thomas Davis,16.0,0.0,0.0,0.0
Thomas DeCoud,15.0,0.0,0.0,0.0
Thomas Howard,16.0,0.0,0.0,0.0
Thomas Jones,164.0,3.0,68.0,71.0
Thomas Rawls,22.0,1.0,7.0,8.0
Thomas Tapeh,16.0,1.0,0.0,1.0
Tim Brown,254.0,100.0,1.0,101.0
Tim Carter,37.0,4.0,0.0,4.0
Tim Crowder,13.0,0.0,0.0,0.0
Tim Dobbins,16.0,0.0,0.0,0.0
Tim Duncan,5.0,0.0,0.0,0.0
Tim Euhus,12.0,2.0,0.0,2.0
Tim Jennings,30.0,0.0,0.0,0.0
Tim Lester,22.0,0.0,2.0,2.0
Tim Rattay,9.0,0.0,0.0,0.0
Tim Tebow,23.0,0.0,12.0,12.0
Tiquan Underwood,26.0,6.0,0.0,6.0
Titus Young,26.0,10.0,0.0,10.0
Toby Gerhart,75.0,3.0,7.0,10.0
Todd Gurley,59.0,2.0,37.0,39.0
